"playerID","mlbam_id","yearID","stint","teamID","lgID","W","L","G","GS","CG","SHO","SV","IPouts","H","ER","HR","BB","SO","BAOpp","ERA","IBB","WP","HBP","BK","BFP","GF","R","SH","SF","GIDP","FIP"
"ottavad01",493603,2015,1,"COL","NL",1,0,10,0,0,0,3,31,3,0,0,2,13,0.094,0,0,0,1,0,35,5,0,0,0,NA,1.48883870967742
"herrmfr01",497807,2011,1,"CLE","AL",4,0,40,0,0,0,0,169,71,32,7,16,34,0.302,5.11,1,1,0,0,253,17,35,2,0,NA,4.2853550295858
"herrmfr01",497807,2012,1,"CLE","AL",0,0,15,0,0,0,0,58,12,5,1,4,14,0.179,2.33,0,0,0,0,71,7,5,0,0,NA,2.9398275862069
"chambjo03",501955,2009,1,"NYA","AL",9,6,32,31,0,0,0,472,167,83,21,76,133,0.274,4.75,2,5,12,2,709,0,94,6,5,NA,4.81945762711864
"chambjo03",501955,2010,1,"NYA","AL",3,4,73,0,0,0,3,215,71,35,6,22,77,0.253,4.4,2,5,1,1,305,18,37,0,1,NA,2.98132558139535
"chambjo03",501955,2011,1,"NYA","AL",2,0,27,0,0,0,0,86,23,9,3,7,24,0.228,2.83,0,1,1,0,110,3,10,0,1,NA,3.54825581395349
"woodbl01",502028,2010,1,"KCA","AL",1,3,51,0,0,0,0,149,54,28,6,22,31,0.286,5.07,5,3,1,0,220,13,29,2,6,NA,4.79040939597316
"woodbl01",502028,2011,1,"KCA","AL",5,3,55,0,0,0,1,209,66,29,5,32,62,0.254,3.75,7,2,3,0,303,20,30,5,3,NA,3.68528708133971
"cobbal01",502171,2013,1,"TBA","AL",11,3,22,22,1,0,0,430,120,44,13,45,134,0.228,2.76,4,5,3,1,578,0,46,1,2,NA,3.36195348837209
"cobbal01",502171,2014,1,"TBA","AL",10,9,27,27,0,0,0,499,142,53,11,47,149,0.231,2.87,1,8,10,0,681,0,56,4,4,14,3.22819238476954
"whiteal01",502229,2011,1,"CLE","AL",1,0,3,3,0,0,0,45,14,6,3,9,13,0.255,3.6,2,0,0,0,66,0,7,1,1,NA,5.69166666666667
